,0
0,-0.672328215123133
1,-0.6122571188702021
2,0.5191503917913403
3,-0.925391045049838
4,2.01493130523541
5,0.807707618568116
6,0.2528845557612481
7,0.5257502896281107
8,0.19565006172627747
9,0.22236410701814463
10,0.8060406310202737
11,-1.658196234855223
12,-1.3415946994124313
13,0.39689892416661604
14,-1.6215446733067813
15,-0.4584030055853431
16,-0.12917246284225328
17,1.3888504768210734
18,-1.2370856696808525
19,0.5947542355712282
20,0.1724064237959962
21,0.8748331719689115
22,0.8135433013407548
23,0.17163254714039516
24,0.8574070298564415
25,-0.004668629722771133
26,1.5846057967821865
27,0.3016839771824843
28,0.3906401204821169
29,-1.5500558953632297
30,-1.7774984098555133
31,-0.8375582877435016
32,0.3173142977986862
33,0.9254754065424032
34,-1.2446255215930413
35,-0.12777793664128909
36,-0.06626034338061595
37,0.5718826650043871
38,2.158170976133386
39,1.1385484336867235
40,2.3111965155053062
41,2.145806277408938
42,0.31096679675279115
43,-2.4354058340357905
44,0.5276798484575164
45,-0.4441392437278999
46,-1.314743640385705
47,1.572526619324602
48,-0.5491163377859825
49,0.09816166809464316
50,0.7570030208818795
51,0.7858679280013998
52,0.18265888161738303
53,-0.332482291284012
54,0.5420918786552039
55,0.2069430140657759
56,0.7518836602037998
57,1.358960802691413
58,1.148754161135068
59,-0.9124233646597717
60,-0.7067186058602448
61,-0.8530289461430092
62,-2.428376791798953
63,0.7522910845205418
64,-1.1406968523689165
65,0.05166819196536068
66,0.34484827515798744
67,1.2519490328509455
68,-0.23826163280825868
69,0.46308044285942096
70,-0.2742647122097746
71,0.760409253205099
72,0.32725461881318785
73,0.16653319981833303
74,1.2106624218366748
75,0.5533976391030836
76,-0.05341745434778882
77,-0.4348684837049245
78,-0.024158695835611737
79,-0.2679692166306747
80,-1.797567456982069
81,0.7766294925663442
82,1.3283984267580085
83,0.18815772102628864
84,0.14269306923728953
85,-1.2036928333583314
86,0.03198427129941439
87,-0.5149522582413034
88,1.3534663100653386
89,-0.11353650734228636
90,-0.19595336055078172
91,-0.0898810731071308
92,0.019462871697404547
93,0.37921190059954196
94,-1.3469208575490972
95,1.760055417891662
96,-0.6196128973445565
97,0.14096170722257487
98,-0.7103402107244357
99,-1.078077225651903
100,0.6278103029659796
101,0.8500028248462242
102,0.02214409516227068
103,-1.3276574724793127
104,-0.6460341169362012
105,-0.0031946415581407504
106,-0.4850088527753425
107,0.31640182540279427
108,1.8390590456451767
109,-1.2041524315351175
110,1.49682589904449
111,0.32938179871101136
112,-1.2494829136694354
113,-0.8573399102619715
114,0.5570401108796174
115,-0.9293905179304778
116,0.13449618324380633
117,-1.610018043105924
118,0.666353436748276
119,-2.082421415558866
120,0.33815534907233136
121,-1.9612573140986609
122,0.5444891169023106
123,-1.8087452847091146
124,-0.8052661850818079
125,0.1629030043038701
126,0.7592169486905948
127,-1.2290184304632097
128,1.6506853503759042
129,-1.9796043692427383
130,-0.3112069478699949
131,-1.9844761217696567
132,0.36001497281303596
133,1.6361820915983907
134,-1.3735828518086466
