,0
0,1.435584160369825
1,-2.4488569830792284
2,-0.8757039339838156
3,-0.7293756415708568
4,0.9580874026875016
5,1.0120656969846908
6,-0.530982500561267
7,0.0007813997874288621
8,1.7853273804977965
9,-0.569873669092419
10,-1.0721673590615142
11,0.9407782228187892
12,0.05671235822836343
13,-0.4213853307717532
14,-0.009084438132225122
15,1.9889584162743918
16,0.007426326064481608
17,0.3487665745395885
18,0.4623755657955781
19,-0.6871493899595335
20,-0.5088754253647917
21,-1.016928984987613
22,0.5482068974130967
23,0.36340957601196505
24,-0.7644506528981342
25,-0.6722462347533258
26,0.6485553367274485
27,-0.4485947358588156
28,0.24287980220124578
29,1.054096665709569
30,0.4439466703312768
31,1.051409312487861
32,-2.18092266180313
33,-0.5158808149704326
34,1.4409660913347453
35,1.7907396600129406
36,2.694826509061794
37,-1.9466613719873398
38,-0.7381458464618401
39,-0.9244746678427473
40,-0.6173314459693721
41,0.18139400786355145
42,0.350488638329226
43,0.1881213794965011
44,0.8940725052535157
45,1.4134623399149981
46,-0.08450600891982167
47,0.6948042762139809
48,0.5745444631730778
49,1.4529502178231606
50,-0.04142935832990219
51,-1.3162514838250723
52,0.4404275015081955
53,-0.5836697239865171
54,-0.3127566365690359
55,-0.12056664374473726
56,-2.1139412432212428
57,-1.0587284435373725
58,0.3687599384718679
59,-0.18229425042054048
60,-1.0764801158696125
61,0.747520552604863
62,0.2339833886596812
63,-1.1586748632318853
64,-1.8555451238167555
65,-1.1066382787864504
66,-0.5896617250383399
67,-0.41693003809177986
68,0.9552999357816955
69,-0.720287866259743
70,1.8451009294542733
71,0.5099719864143876
72,0.36038624375790873
73,1.0358332495746263
74,0.6302207627449296
75,-1.5214123591817075
76,0.8466011046294178
77,-1.8926552974259123
78,0.1982472062830207
79,0.42287047995120036
80,0.259322519842667
81,0.6854912985635797
82,0.607566879186601
83,-1.2122898391907162
84,-0.15935128096308063
85,-0.2838280029547929
86,1.1360693768166255
87,0.1075709394973582
88,1.4974171352114558
89,0.8849002046650055
90,0.6196077834856262
91,0.47563860370301514
92,0.8361494318365786
93,0.5885499095921349
94,0.7366875010779927
95,-0.19124343004065628
96,0.852614364305137
97,0.7952775520156141
98,-0.08202604864772549
99,-0.2991462107906013
100,-1.5625728492357245
101,0.868457067821642
102,-0.6167270863494052
103,0.5456289714582262
104,1.3045641579594762
105,-2.132049293404354
106,-3.16820973645339
107,-2.189839533767057
108,-0.612510434246575
109,0.013516171967658827
110,0.08603226325171001
111,0.749049691974293
112,-0.1856616252266396
113,-0.8792545795941016
114,-0.7473271158924047
115,1.0453361176475355
116,-0.1492658060544638
117,1.804136346562954
118,1.4787319924325646
119,1.1722103178750802
120,1.1641990014326138
121,1.1117751753931138
122,-0.874786131413375
123,0.45744291761364847
124,0.001798062139379886
125,1.8866730034489483
126,0.21823460252222687
127,-0.5360937579952025
128,1.6916340118141566
129,1.181423957947838
130,0.31191047737202837
131,-0.5772135780729185
132,0.3837379619021471
133,0.5276723923347179
134,0.3621299143150838
135,-0.7677315647936972
136,1.2872696503349492
137,-1.1868822794232572
138,1.2249818383809992
139,-0.29944988260912325
140,1.6481262670103414
141,0.9815728751562036
142,-1.1136456089329214
143,0.3458657445345635
144,0.817744413364284
145,-0.9138452681532326
146,-0.4106153971136265
147,0.4716244150983772
148,0.7649862399614203
149,0.45073424422650826
150,-1.527335414655319
151,-0.29528080433535897
152,0.5918798869385355
153,0.5354991907926087
154,1.6329011278918897
155,0.9560662928105607
156,0.08121560777774203
157,-0.05712642967499373
158,0.23642855570022758
159,-0.5510688135177868
160,0.5636434473584647
161,0.20708032916959757
162,-0.6201964742524474
163,-0.9545324356835577
164,-0.178807406386461
165,1.0091009247930627
166,-1.117542765931746
167,-0.7792940703673592
168,-0.485609633634958
169,1.0848505313205867
170,1.34413665511329
171,-1.104127967611278
172,0.5249122332241506
173,-0.34148563879777594
174,-0.026177884669798094
175,-0.4971616381692102
176,0.3739512878323636
177,-0.6577670571638115
178,-1.3722450212061763
179,-0.20508082560635083
180,0.39710398494677607
181,0.05867504857045876
182,-0.3773069630235024
183,-0.822784639356777
184,0.8170538669228995
185,-1.200843046775422
186,0.446846586467938
187,-0.31727186436398613
188,-1.4390048148386712
189,0.9091140697461491
190,-0.9144939590322242
191,-0.4436578721671386
192,1.0628522668477167
193,0.0690557103425622
194,1.3052271598197878
195,2.2064571509195208
196,-1.561677026196278
197,-0.0785028084112325
198,0.49966687725142384
199,-0.3809891114991755
